"scenario","region","subRegion","sources","param","units","class","x","value"
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Bioenergy",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Coal",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Gas",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Geothermal",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Hydro",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Nuclear",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Oil",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Solar",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Wind",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Bioenergy",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Coal",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Gas",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Geothermal",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Hydro",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Nuclear",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Oil",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Solar",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Wind",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Bioenergy",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Coal",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Gas",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Geothermal",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Hydro",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Nuclear",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Oil",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Solar",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Wind",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Bioenergy",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Coal",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Gas",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Hydro",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Oil",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Solar",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Wind",2010,0
"Local Data","Argentina","Argentina","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","h Bioenergy w/CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumCapGW","New Elec Cap (GW)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumCapGW","New Elec Cap (GW)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumCapGW","New Elec Cap (GW)","h Bioenergy w/CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","h Bioenergy w/CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Coal CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","Gas CCS",2010,0
"Local Data","Argentina","Argentina","Sources","elecNewCapGW","New Elec Cap (GW)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecAnnualRetPrematureGW","Premature Elec Retire (GW)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapCost","New Elec Cap Cost (billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumCapGW","New Elec Cap (GW)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureCost","Premature Elec Retire Cost (billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecCumRetPrematureGW","Premature Elec Retire (GW)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapCost","New Elec Cap Cost (Billion 2010 USD)","h Bioenergy w/CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Coal CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","Gas CCS",2010,0
"Local Data","Colombia","Colombia","Sources","elecNewCapGW","New Elec Cap (GW)","h Bioenergy w/CCS",2010,0
