"scenario","region","subRegion","param","sources","x","xLabel","vintage","units","aggregate","classPalette","origScen","origQuery","origUnits","origX","value"
"Impacts","Argentina","Argentina","elecCumRetPrematureCost","Sources",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,-0.0962205560831483
"Impacts","Argentina","Argentina","elecCumRetPrematureCost","Sources",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,-0.0962255374046257
"Impacts","Argentina","Argentina","elecCumRetPrematureCost","Sources",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,-0.0962316048737762
"Impacts","Argentina","Argentina","elecCumRetPrematureCost","Sources",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,-0.0962330824412472
"Impacts","Argentina","Argentina","elecCumRetPrematureCost","Sources",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,-0.109968358451619
"Impacts","Argentina","Argentina","elecCumRetPrematureCost","Sources",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,-0.123390048240904
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.0501089789074836
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2025,-0.0501089789074836
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2030,-0.0501101828881387
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2035,-0.0501118327223844
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2040,-0.0501122927628825
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2045,-0.0697932531351084
"Impacts","Argentina","Argentina","elecCumRetPrematureGW","Sources",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,-0.0947116695070442
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2015,"Year","Vint_2015","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2020,"Year","Vint_2020","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,6.84039962322152
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2025,"Year","Vint_2025","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,13.1792809878147
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2030,"Year","Vint_2030","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,16.0048004500141
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2035,"Year","Vint_2035","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,15.8404324713175
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2040,"Year","Vint_2040","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,17.1790549290155
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2045,"Year","Vint_2045","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,16.9547063666026
"Impacts","Argentina","Argentina","elecNewCapCost","Sources",2050,"Year","Vint_2050","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,12.645504301448
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,15.0099934251471
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2020,"Year","Vint_2020","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2020,3.85747212866817
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2025,"Year","Vint_2025","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2025,7.37229884528767
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2030,"Year","Vint_2030","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2030,8.82260741426525
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2035,"Year","Vint_2035","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2035,8.77521185523878
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2040,"Year","Vint_2040","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2040,9.50747303119162
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2045,9.56625828869607
"Impacts","Argentina","Argentina","elecNewCapGW","Sources",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,7.17639494620305
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2015,"Year","Vint_2015","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2020,"Year","Vint_2020","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,-0.129894443615677
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,-0.151142987553265
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureCost","Sources",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,-2.96798623430766e-05
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.0930852593931185
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2025,-0.0799147110743799
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2030,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2035,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2040,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2045,0
"Impacts","Colombia","Colombia","elecAnnualRetPrematureGW","Sources",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,-6.71711322053904e-06
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2015,"Year","Vint_2015","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2020,"Year","Vint_2020","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,12.5277515794325
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2025,"Year","Vint_2025","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,20.7740540364281
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2030,"Year","Vint_2030","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,29.6817670262509
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2035,"Year","Vint_2035","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,40.5523071918608
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2040,"Year","Vint_2040","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,53.8383826071298
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2045,"Year","Vint_2045","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,68.2815662222242
"Impacts","Colombia","Colombia","elecCumCapCost","Sources",2050,"Year","Vint_2050","New Elec Cap Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,83.3406578574547
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,4.07426139554622
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2020,"Year","Vint_2020","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2020,4.63157716958121
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2025,"Year","Vint_2025","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2025,4.64730952007906
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2030,"Year","Vint_2030","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2030,7.2425993541269
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2035,"Year","Vint_2035","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2035,11.7577581844392
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2040,"Year","Vint_2040","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2040,17.4754158268722
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2045,"Year","Vint_2045","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2045,24.0505389141554
"Impacts","Colombia","Colombia","elecCumCapGW","Sources",2050,"Year","Vint_2050","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,31.0582137866605
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2015,"Year","Vint_2015","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2020,"Year","Vint_2020","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,-0.129894443615677
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2025,"Year","Vint_2025","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2030,"Year","Vint_2030","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2035,"Year","Vint_2035","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2040,"Year","Vint_2040","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2045,"Year","Vint_2045","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,-0.281037431168941
"Impacts","Colombia","Colombia","elecCumRetPrematureCost","Sources",2050,"Year","Vint_2050","Premature Elec Retire Cost (billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,-0.281067111031284
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2015,"Year","Vint_2015","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,0
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2020,"Year","Vint_2020","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2020,-0.0930852593931185
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2025,"Year","Vint_2025","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2025,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2030,"Year","Vint_2030","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2030,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2035,"Year","Vint_2035","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2035,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2040,"Year","Vint_2040","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2040,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2045,"Year","Vint_2045","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2045,-0.172999970467498
"Impacts","Colombia","Colombia","elecCumRetPrematureGW","Sources",2050,"Year","Vint_2050","Premature Elec Retire (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2050,-0.173006687580719
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2015,"Year","Vint_2015","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2015,0
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2020,"Year","Vint_2020","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2020,6.2635794610781
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2025,"Year","Vint_2025","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2025,8.24630245699565
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2030,"Year","Vint_2030","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2030,8.90771298982279
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2035,"Year","Vint_2035","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2035,10.8705401656098
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2040,"Year","Vint_2040","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2040,13.286075415269
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2045,"Year","Vint_2045","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2045,14.4431836150945
"Impacts","Colombia","Colombia","elecNewCapCost","Sources",2050,"Year","Vint_2050","New Elec Cap Cost (Billion 2010 USD)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","billion 2010 USD",2050,15.0590916352305
"Impacts","Colombia","Colombia","elecNewCapGW","Sources",2015,"Year","Vint_2015","New Elec Cap (GW)","sum","pal_metis","Impacts","elec gen by gen tech and cooling tech and vintage","GW",2015,4.07426139554622
